year,game_datetime,game_pk,position,AB,OBP,SLG,OPS
2015,2015-08-12T20:10:00Z,415347,P,3,0.0,0.0,0.0
2015,2015-08-13T00:15:00Z,415356,P,1,0.5,0.0,0.5
2015,2015-08-13T00:05:00Z,415352,P,1,0.0,0.0,0.0
2015,2015-08-13T02:10:00Z,415358,P,2,0.0,0.0,0.0
2015,2015-08-13T16:10:00Z,415361,P,2,0.0,0.0,0.0
2015,2015-08-13T18:20:00Z,415362,P,2,0.0,0.0,0.0
2015,2015-08-13T23:15:00Z,415365,P,2,0.0,0.0,0.0
2015,2015-08-14T02:10:00Z,415360,P,1,0.0,0.0,0.0
2015,2015-08-14T23:10:00Z,415378,P,2,0.0,0.0,0.0
2015,2015-08-14T02:15:00Z,415367,P,2,0.0,0.0,0.0
2015,2015-08-15T00:10:00Z,415377,P,2,0.0,0.0,0.0
2015,2015-08-14T23:35:00Z,415369,P,0,,,
2015,2015-08-15T00:15:00Z,415374,P,3,0.0,0.0,0.0
2015,2015-08-15T00:40:00Z,415379,P,2,0.0,0.0,0.0
2015,2015-08-15T02:10:00Z,415371,P,1,0.5,0.0,0.5
2015,2015-08-15T23:10:00Z,415384,P,2,0.0,0.0,0.0
2015,2015-08-15T23:10:00Z,415393,P,1,0.0,0.0,0.0
2015,2015-08-15T23:10:00Z,415392,P,2,0.0,0.0,0.0
2015,2015-08-15T23:15:00Z,415389,P,3,0.667,0.667,1.333
2015,2015-08-16T00:10:00Z,415394,P,0,1.0,,
2015,2015-08-16T01:10:00Z,415386,P,1,0.0,0.0,0.0
2015,2015-08-16T02:05:00Z,415397,P,1,0.5,0.0,0.5
2015,2015-08-15T02:15:00Z,415382,P,1,0.0,0.0,0.0
2015,2015-08-16T17:10:00Z,415408,P,2,0.0,0.0,0.0
2015,2015-08-16T17:35:00Z,415399,P,2,0.333,0.0,0.333
2015,2015-08-16T18:15:00Z,415404,P,1,0.0,0.0,0.0
2015,2015-08-16T20:05:00Z,415412,P,3,0.667,2.0,2.667
2015,2015-08-16T20:10:00Z,415401,P,1,1.0,4.0,5.0
2015,2015-08-16T18:10:00Z,415407,P,3,0.333,0.333,0.667
2015,2015-08-16T20:10:00Z,415409,P,3,0.333,0.333,0.667
2015,2015-08-17T23:05:00Z,415413,P,2,0.0,0.0,0.0
2015,2015-08-18T00:09:00Z,415421,P,2,0.0,0.0,0.0
2015,2015-08-18T00:10:00Z,415417,P,0,,,
2015,2015-08-18T23:05:00Z,415436,P,1,0.0,0.0,0.0
2015,2015-08-18T23:05:00Z,415423,P,4,0.25,0.5,0.75
2015,2015-08-18T02:10:00Z,415414,P,0,1.0,,
2015,2015-08-19T00:05:00Z,415427,P,1,0.0,0.0,0.0
2015,2015-08-19T00:15:00Z,415434,P,2,0.0,0.0,0.0
2015,2015-08-19T00:40:00Z,415437,P,2,0.0,0.0,0.0
2015,2015-08-19T00:10:00Z,415430,P,2,0.0,0.0,0.0
2015,2015-08-18T23:10:00Z,415428,P,2,0.5,0.5,1.0
2015,2015-08-19T02:10:00Z,415424,P,2,0.0,0.0,0.0
2015,2015-08-19T18:10:00Z,415445,P,2,0.0,0.0,0.0
2015,2015-08-19T23:05:00Z,415438,P,1,0.0,0.0,0.0
2015,2015-08-19T19:40:00Z,415439,P,2,0.0,0.0,0.0
2015,2015-08-19T23:10:00Z,415443,P,2,0.0,0.0,0.0
2015,2015-08-19T23:05:00Z,415451,P,3,0.0,0.0,0.0
2015,2015-08-19T23:15:00Z,415449,P,2,0.0,0.0,0.0
2015,2015-08-20T00:40:00Z,415452,P,1,0.0,0.0,0.0
2015,2015-08-20T23:05:00Z,415460,P,3,0.0,0.0,0.0
2015,2015-08-20T00:05:00Z,415442,P,3,0.0,0.0,0.0
2015,2015-08-20T23:10:00Z,415453,P,2,0.0,0.0,0.0
2015,2015-08-21T00:05:00Z,415454,P,3,0.0,0.0,0.0
2015,2015-08-20T23:10:00Z,415459,P,3,0.0,0.0,0.0
2015,2015-08-21T20:05:00Z,415465,P,1,0.0,0.0,0.0
2015,2015-08-21T23:05:00Z,415474,P,2,0.0,0.0,0.0
2015,2015-08-21T23:10:00Z,415464,P,1,0.0,0.0,0.0
2015,2015-08-21T23:05:00Z,415470,P,1,0.0,0.0,0.0
2015,2015-08-21T00:40:00Z,415463,P,3,0.667,0.667,1.333
2015,2015-08-22T02:10:00Z,415475,P,2,0.0,0.0,0.0
2015,2015-08-22T20:05:00Z,415489,P,2,0.0,0.0,0.0
2015,2015-08-22T00:40:00Z,415472,P,1,0.0,0.0,0.0
2015,2015-08-21T23:10:00Z,415473,P,1,0.0,0.0,0.0
2015,2015-08-22T20:05:00Z,415480,P,2,0.0,0.0,0.0
2015,2015-08-22T23:05:00Z,415485,P,3,0.0,0.0,0.0
2015,2015-08-22T23:10:00Z,415479,P,2,0.0,0.0,0.0
2015,2015-08-23T00:10:00Z,415487,P,1,0.0,0.0,0.0
2015,2015-08-22T23:10:00Z,415488,P,3,0.0,0.0,0.0
2015,2015-08-24T18:05:00Z,414602,P,1,0.0,0.0,0.0
2015,2015-08-23T00:40:00Z,415490,P,1,0.0,0.0,0.0
2015,2015-08-23T17:10:00Z,415503,P,1,0.0,0.0,0.0
2015,2015-08-23T17:10:00Z,415494,P,2,0.0,0.0,0.0
2015,2015-08-24T23:10:00Z,414647,P,3,0.0,0.0,0.0
2015,2015-08-23T17:35:00Z,415500,P,2,0.0,0.0,0.0
2015,2015-08-23T20:10:00Z,415502,P,1,0.0,0.0,0.0
2015,2015-08-23T18:20:00Z,415495,P,4,0.25,0.25,0.5
2015,2015-08-23T20:10:00Z,415505,P,1,0.0,0.0,0.0
2015,2015-08-24T23:05:00Z,415513,P,2,0.0,0.0,0.0
2015,2015-08-24T00:08:00Z,415504,P,3,0.0,0.0,0.0
2015,2015-08-24T23:10:00Z,415511,P,1,0.5,0.0,0.5
2015,2015-08-24T23:10:00Z,415515,P,2,0.5,0.5,1.0
2015,2015-08-25T02:10:00Z,415516,P,2,0.5,0.5,1.0
2015,2015-08-25T23:05:00Z,415529,P,2,0.333,0.0,0.333
2015,2015-08-25T23:05:00Z,415526,P,1,0.0,0.0,0.0
2015,2015-08-25T23:10:00Z,415523,P,1,0.0,0.0,0.0
2015,2015-08-25T23:10:00Z,415521,P,1,0.0,0.0,0.0
2015,2015-08-25T23:10:00Z,415528,P,3,0.0,0.0,0.0
2015,2015-08-26T02:15:00Z,415520,P,1,0.0,0.0,0.0
2015,2015-08-26T01:40:00Z,415530,P,1,0.0,0.0,0.0
2015,2015-08-26T23:05:00Z,415544,P,2,0.0,0.0,0.0
2015,2015-08-26T23:05:00Z,415541,P,2,0.0,0.0,0.0
2015,2015-08-26T23:10:00Z,415536,P,2,0.0,0.0,0.0
2015,2015-08-26T23:10:00Z,415543,P,1,0.0,0.0,0.0
2015,2015-08-26T23:10:00Z,415538,P,2,0.0,0.0,0.0
2015,2015-08-27T01:40:00Z,415545,P,2,0.5,0.5,1.0
2015,2015-08-27T02:15:00Z,415535,P,2,0.0,0.0,0.0
2015,2015-08-27T16:35:00Z,415550,P,2,0.0,0.0,0.0
2015,2015-08-27T19:45:00Z,415549,P,2,0.5,0.5,1.0
2015,2015-08-27T23:05:00Z,415552,P,2,0.5,0.5,1.0
2015,2015-08-27T23:05:00Z,415554,P,2,0.0,0.0,0.0
2015,2015-08-28T01:40:00Z,415556,P,1,0.0,0.0,0.0
2015,2015-08-27T23:10:00Z,415553,P,1,0.0,0.0,0.0
2015,2015-08-28T23:05:00Z,415563,P,2,0.0,0.0,0.0
2015,2015-08-28T23:05:00Z,415567,P,2,0.0,0.0,0.0
2015,2015-08-28T23:05:00Z,415570,P,3,0.0,0.0,0.0
2015,2015-08-28T23:10:00Z,415560,P,2,0.0,0.0,0.0
2015,2015-08-28T23:35:00Z,415568,P,2,0.5,0.5,1.0
2015,2015-08-09T21:05:00Z,415314,P,1,1.0,2.0,3.0
2015,2015-08-29T00:10:00Z,415562,P,2,0.0,0.0,0.0
2015,2015-08-29T02:10:00Z,415561,P,3,0.0,0.0,0.0
2015,2015-08-29T01:40:00Z,415569,P,2,0.0,0.0,0.0
2015,2015-08-29T02:15:00Z,415572,P,3,0.0,0.0,0.0
2015,2015-08-29T20:05:00Z,415575,P,2,0.0,0.0,0.0
2015,2015-08-29T20:05:00Z,415587,P,1,0.0,0.0,0.0
2015,2015-08-29T23:05:00Z,415578,P,2,0.0,0.0,0.0
2015,2015-08-29T23:05:00Z,415585,P,2,0.5,0.5,1.0
2015,2015-08-29T23:05:00Z,415582,P,2,0.5,0.5,1.0
2015,2015-08-29T23:10:00Z,415583,P,2,0.0,0.0,0.0
2015,2015-08-30T17:10:00Z,415590,P,2,0.5,0.5,1.0
2015,2015-08-30T00:10:00Z,415584,P,1,0.0,0.0,0.0
2015,2015-08-30T01:10:00Z,415576,P,1,0.0,0.0,0.0
2015,2015-08-29T23:10:00Z,415577,P,2,0.0,0.0,0.0
2015,2015-08-30T17:35:00Z,415593,P,2,0.0,0.0,0.0
2015,2015-08-30T17:35:00Z,415600,P,2,0.0,0.0,0.0
2015,2015-08-30T17:35:00Z,415597,P,0,,,
2015,2015-08-30T17:35:00Z,415598,P,3,0.0,0.0,0.0
2015,2015-08-30T20:05:00Z,415602,P,1,0.0,0.0,0.0
2015,2015-08-30T18:10:00Z,415592,P,1,0.0,0.0,0.0
2015,2015-09-01T19:10:00Z,414027,P,1,0.0,0.0,0.0
2015,2015-08-31T00:08:00Z,415591,P,0,,,
2015,2015-08-30T20:10:00Z,415599,P,3,0.0,0.0,0.0
2015,2015-08-31T23:10:00Z,415609,P,2,0.5,0.5,1.0
2015,2015-08-31T23:10:00Z,415607,P,2,0.0,0.0,0.0
2015,2015-09-01T00:05:00Z,415605,P,1,0.0,0.0,0.0
2015,2015-09-01T02:10:00Z,415613,P,3,0.333,0.333,0.667
2015,2015-09-01T00:40:00Z,415604,P,2,0.0,0.0,0.0
2015,2015-09-01T00:15:00Z,415614,P,2,0.0,0.0,0.0
2015,2015-09-02T00:40:00Z,415616,P,2,0.5,0.5,1.0
2015,2015-09-01T02:10:00Z,415611,P,2,0.0,0.0,0.0
2015,2015-09-02T00:05:00Z,415618,P,1,0.0,0.0,0.0
2015,2015-09-01T23:10:00Z,415623,P,1,0.0,0.0,0.0
2015,2015-09-02T00:10:00Z,415624,P,2,0.0,0.0,0.0
2015,2015-09-01T23:10:00Z,415621,P,1,1.0,1.0,2.0
2015,2015-09-02T00:15:00Z,415629,P,2,0.0,0.0,0.0
2015,2015-09-02T02:10:00Z,415628,P,2,0.0,0.0,0.0
2015,2015-09-02T18:20:00Z,415633,P,1,0.0,0.0,0.0
2015,2015-09-02T02:10:00Z,415626,P,3,0.0,0.0,0.0
2015,2015-09-02T23:10:00Z,415638,P,3,0.0,0.0,0.0
2015,2015-09-03T00:10:00Z,415639,P,2,0.5,0.5,1.0
2015,2015-09-02T16:10:00Z,415636,P,1,0.5,0.0,0.5
2015,2015-09-03T00:40:00Z,415631,P,2,0.0,0.0,0.0
2015,2015-09-03T00:15:00Z,415644,P,1,0.0,0.0,0.0
2015,2015-09-03T02:10:00Z,415641,P,3,0.333,0.333,0.667
2015,2015-09-03T02:10:00Z,415643,P,2,0.0,0.0,0.0
2015,2015-09-04T00:40:00Z,415650,P,4,0.25,0.25,0.5
2015,2015-09-03T23:20:00Z,415649,P,2,0.5,1.0,1.5
2015,2015-09-04T02:10:00Z,415648,P,2,0.0,0.0,0.0
2015,2015-09-03T23:05:00Z,415645,P,4,0.25,0.25,0.5
2015,2015-09-04T23:05:00Z,415652,P,0,,,
2015,2015-09-04T23:10:00Z,415659,P,1,0.0,0.0,0.0
2015,2015-09-05T00:15:00Z,415661,P,1,0.0,0.0,0.0
2015,2015-09-05T00:40:00Z,415663,P,2,0.0,0.0,0.0
2015,2015-09-04T18:20:00Z,415651,P,2,0.333,0.0,0.333
2015,2015-09-05T02:10:00Z,415656,P,1,0.0,0.0,0.0
2015,2015-09-05T17:10:00Z,415672,P,2,0.0,0.0,0.0
2015,2015-09-05T22:10:00Z,415657,P,2,0.5,1.0,1.5
2015,2015-09-05T22:10:00Z,415657,P,2,0.5,1.0,1.5
2015,2015-09-05T18:20:00Z,415666,P,3,0.0,0.0,0.0
2015,2015-09-05T20:05:00Z,415676,P,1,0.0,0.0,0.0
2015,2015-09-05T23:10:00Z,415674,P,1,0.0,0.0,0.0
2015,2015-09-05T23:05:00Z,415667,P,2,0.0,0.0,0.0
2015,2015-09-06T00:10:00Z,415678,P,1,1.0,1.0,2.0
2015,2015-09-06T00:40:00Z,415671,P,1,0.5,0.0,0.5
2015,2015-09-06T17:10:00Z,415689,P,1,0.0,0.0,0.0
2015,2015-09-06T17:10:00Z,415687,P,2,0.0,0.0,0.0
2015,2015-09-06T18:20:00Z,415681,P,1,0.0,0.0,0.0
2015,2015-09-06T20:10:00Z,415686,P,2,0.0,0.0,0.0
2015,2015-09-06T17:35:00Z,415682,P,1,0.5,0.0,0.5
2015,2015-09-06T20:10:00Z,415693,P,1,0.0,0.0,0.0
2015,2015-09-07T00:05:00Z,415691,P,1,0.5,0.0,0.5
2015,2015-09-07T17:10:00Z,415703,P,1,0.0,0.0,0.0
2015,2015-09-07T17:05:00Z,415705,P,1,0.5,0.0,0.5
2015,2015-09-07T17:10:00Z,415706,P,2,0.667,0.5,1.167
2015,2015-09-07T20:10:00Z,415700,P,1,0.0,0.0,0.0
2015,2015-09-08T23:05:00Z,415711,P,2,0.0,0.0,0.0
2015,2015-09-07T18:15:00Z,415698,P,0,,,
2015,2015-09-07T23:05:00Z,415696,P,1,0.0,0.0,0.0
2015,2015-09-08T23:05:00Z,415720,P,1,0.0,0.0,0.0
2015,2015-09-07T20:10:00Z,415707,P,2,0.5,0.5,1.0
2015,2015-09-08T23:10:00Z,415721,P,1,0.0,0.0,0.0
2015,2015-09-08T23:10:00Z,415718,P,1,0.0,0.0,0.0
2015,2015-09-09T01:40:00Z,415722,P,0,,,
2015,2015-09-09T00:15:00Z,415713,P,1,0.0,0.0,0.0
2015,2015-09-10T19:40:00Z,415023,P,2,0.0,0.0,0.0
2015,2015-09-09T02:10:00Z,415715,P,1,0.0,0.0,0.0
2015,2015-09-09T17:45:00Z,415728,P,1,0.0,0.0,0.0
2015,2015-09-09T23:05:00Z,415735,P,3,0.0,0.0,0.0
2015,2015-09-09T23:05:00Z,415726,P,1,0.0,0.0,0.0
2015,2015-09-09T23:10:00Z,415736,P,1,0.0,0.0,0.0
2015,2015-09-10T01:10:00Z,415730,P,1,0.5,0.0,0.5
2015,2015-09-09T23:10:00Z,415733,P,2,0.5,0.5,1.0
2015,2015-09-10T01:40:00Z,415737,P,2,0.0,0.0,0.0
2015,2015-09-10T23:10:00Z,415744,P,2,0.0,0.0,0.0
2015,2015-09-10T23:05:00Z,415743,P,0,,,
2015,2015-09-10T23:10:00Z,415745,P,2,0.0,0.0,0.0
2015,2015-09-11T21:10:00Z,415741,P,1,0.0,0.0,0.0
2015,2015-09-11T21:10:00Z,415741,P,1,0.0,0.0,0.0
2015,2015-09-11T21:05:00Z,415749,P,2,0.0,0.0,0.0
2015,2015-09-11T23:05:00Z,415755,P,2,0.0,0.0,0.0
2015,2015-09-11T23:10:00Z,415762,P,1,0.0,0.0,0.0
2015,2015-09-12T16:30:00Z,415760,P,2,0.5,0.5,1.0
2015,2015-09-12T16:30:00Z,415760,P,2,0.5,0.5,1.0
2015,2015-09-11T23:35:00Z,415757,P,2,0.0,0.0,0.0
2015,2015-09-12T02:15:00Z,415759,P,2,0.5,0.5,1.0
2015,2015-09-12T01:40:00Z,415754,P,3,0.0,0.0,0.0
2015,2015-09-12T23:05:00Z,415764,P,2,0.0,0.0,0.0
2015,2015-09-12T23:05:00Z,415770,P,2,0.0,0.0,0.0
2015,2015-09-13T01:05:00Z,415774,P,4,0.0,0.0,0.0
2015,2015-09-12T23:10:00Z,415772,P,1,0.0,0.0,0.0
2015,2015-09-12T23:10:00Z,415777,P,1,1.0,1.0,2.0
2015,2015-09-13T00:10:00Z,415769,P,1,0.0,0.0,0.0
2015,2015-09-12T17:30:00Z,415775,P,2,0.0,0.0,0.0
2015,2015-09-13T17:10:00Z,415790,P,2,0.0,0.0,0.0
2015,2015-09-13T17:10:00Z,415792,P,0,,,
2015,2015-09-13T17:35:00Z,415779,P,1,0.0,0.0,0.0
2015,2015-09-15T17:35:00Z,415228,P,3,0.333,0.333,0.667
2015,2015-09-13T17:35:00Z,415787,P,3,0.0,0.0,0.0
2015,2015-09-13T20:10:00Z,415784,P,1,0.0,0.0,0.0
2015,2015-09-13T17:35:00Z,415785,P,1,0.0,0.0,0.0
2015,2015-09-13T20:05:00Z,415789,P,3,0.333,1.333,1.667
2015,2015-09-14T23:05:00Z,415804,P,0,,,
2015,2015-09-14T23:10:00Z,415800,P,1,0.0,0.0,0.0
2015,2015-09-15T01:40:00Z,415803,P,1,0.0,0.0,0.0
2015,2015-09-15T02:10:00Z,415796,P,2,0.0,0.0,0.0
2015,2015-09-15T02:15:00Z,415795,P,1,0.0,0.0,0.0
2015,2015-09-15T23:05:00Z,415807,P,2,0.0,0.0,0.0
2015,2015-09-15T23:05:00Z,415819,P,1,0.0,0.0,0.0
2015,2015-09-15T23:10:00Z,415813,P,2,0.0,0.0,0.0
2015,2015-09-15T23:10:00Z,415818,P,2,0.5,0.5,1.0
2015,2015-09-16T00:10:00Z,415817,P,1,0.0,0.0,0.0
2015,2015-09-16T01:40:00Z,415816,P,1,0.0,0.0,0.0
2015,2015-09-16T02:10:00Z,415809,P,1,0.0,0.0,0.0
2015,2015-09-16T02:15:00Z,415808,P,1,0.0,0.0,0.0
2015,2015-09-16T23:05:00Z,415834,P,1,0.0,0.0,0.0
2015,2015-09-16T23:05:00Z,415822,P,1,0.0,0.0,0.0
2015,2015-09-16T23:10:00Z,415828,P,1,0.0,0.0,0.0
2015,2015-09-16T23:10:00Z,415833,P,1,0.0,0.0,0.0
2015,2015-09-17T01:40:00Z,415831,P,2,0.0,0.0,0.0
2015,2015-09-17T02:10:00Z,415824,P,3,0.0,0.0,0.0
2015,2015-09-17T00:10:00Z,415832,P,1,1.0,1.0,2.0
2015,2015-09-17T02:15:00Z,415823,P,3,0.333,1.333,1.667
2015,2015-09-17T16:35:00Z,415837,P,2,0.0,0.0,0.0
2015,2015-09-17T23:05:00Z,415840,P,1,0.0,0.0,0.0
2015,2015-09-17T23:10:00Z,415843,P,1,1.0,1.0,2.0
2015,2015-09-18T23:05:00Z,415851,P,2,0.0,0.0,0.0
2015,2015-09-18T00:10:00Z,415842,P,1,0.0,0.0,0.0
2015,2015-09-18T23:10:00Z,415852,P,2,0.0,0.0,0.0
2015,2015-09-18T23:35:00Z,415854,P,2,0.0,0.0,0.0
2015,2015-09-19T00:10:00Z,415849,P,1,0.0,0.0,0.0
2015,2015-09-18T18:20:00Z,415858,P,2,0.0,0.0,0.0
2015,2015-09-19T02:10:00Z,415855,P,2,1.0,1.5,2.5
2015,2015-09-19T00:40:00Z,415856,P,2,0.0,0.0,0.0
2015,2015-09-19T02:15:00Z,415845,P,2,0.0,0.0,0.0
2015,2015-09-19T17:05:00Z,415873,P,1,0.5,0.0,0.5
2015,2015-09-19T17:05:00Z,415867,P,1,0.0,0.0,0.0
2015,2015-09-19T20:05:00Z,415860,P,1,0.0,0.0,0.0
2015,2015-09-19T23:10:00Z,415869,P,2,0.0,0.0,0.0
2015,2015-09-19T23:10:00Z,415864,P,2,0.5,0.5,1.0
2015,2015-09-19T20:05:00Z,415866,P,2,0.5,0.5,1.0
2015,2015-09-20T01:10:00Z,415870,P,2,0.0,0.0,0.0
2015,2015-09-20T00:10:00Z,415871,P,2,0.667,0.5,1.167
2015,2015-09-20T17:35:00Z,415884,P,3,0.0,0.0,0.0
2015,2015-09-20T17:35:00Z,415881,P,2,0.5,0.5,1.0
2015,2015-09-20T18:10:00Z,415879,P,1,0.0,0.0,0.0
2015,2015-09-20T18:20:00Z,415888,P,2,0.5,0.5,1.0
2015,2015-09-20T20:10:00Z,415885,P,1,0.0,0.0,0.0
2015,2015-09-20T20:05:00Z,415875,P,2,0.0,0.0,0.0
2015,2015-09-20T20:10:00Z,415886,P,1,0.5,0.0,0.5
2015,2015-09-22T00:15:00Z,415894,P,2,0.5,0.5,1.0
2015,2015-09-21T23:10:00Z,415891,P,1,0.5,0.0,0.5
2015,2015-09-21T00:08:00Z,415882,P,2,0.0,0.0,0.0
2015,2015-09-22T00:40:00Z,415897,P,1,0.0,0.0,0.0
2015,2015-09-22T00:05:00Z,415895,P,2,0.0,0.0,0.0
2015,2015-09-22T02:10:00Z,415890,P,2,0.5,0.5,1.0
2015,2015-09-24T20:05:00Z,415892,P,1,1.0,1.0,2.0
2015,2015-09-22T23:05:00Z,415902,P,2,0.0,0.0,0.0
2015,2015-09-22T23:10:00Z,415908,P,1,0.0,0.0,0.0
2015,2015-09-23T00:05:00Z,415906,P,3,0.333,0.333,0.667
2015,2015-09-23T00:15:00Z,415904,P,2,0.0,0.0,0.0
2015,2015-09-23T00:40:00Z,415909,P,1,0.0,0.0,0.0
2015,2015-09-22T23:10:00Z,415901,P,1,0.0,0.0,0.0
2015,2015-09-23T23:05:00Z,415917,P,2,0.5,0.5,1.0
2015,2015-09-23T02:10:00Z,415911,P,1,0.5,0.0,0.5
2015,2015-09-23T02:10:00Z,415900,P,1,0.0,0.0,0.0
2015,2015-09-24T20:05:00Z,415892,P,1,1.0,1.0,2.0
2015,2015-09-23T23:10:00Z,415916,P,1,0.0,0.0,0.0
2015,2015-09-23T23:10:00Z,415923,P,2,0.0,0.0,0.0
2015,2015-09-24T00:15:00Z,415919,P,2,0.5,0.5,1.0
2015,2015-09-24T00:05:00Z,415921,P,2,0.0,0.0,0.0
2015,2015-09-24T02:10:00Z,415915,P,1,0.0,0.0,0.0
2015,2015-09-24T00:40:00Z,415924,P,1,1.0,1.0,2.0
2015,2015-09-24T19:10:00Z,415929,P,1,1.0,1.0,2.0
2015,2015-09-24T19:10:00Z,415935,P,1,0.5,0.0,0.5
2015,2015-09-24T02:10:00Z,415926,P,2,0.0,0.0,0.0
2015,2015-09-24T23:10:00Z,415933,P,1,0.0,0.0,0.0
2015,2015-09-24T23:10:00Z,415934,P,1,0.0,0.0,0.0
2015,2015-09-24T23:15:00Z,415932,P,1,0.0,0.0,0.0
2015,2015-09-25T01:10:00Z,415937,P,1,0.0,0.0,0.0
2015,2015-09-25T18:20:00Z,415950,P,2,0.0,0.0,0.0
2015,2015-09-25T23:05:00Z,415949,P,1,0.0,0.0,0.0
2015,2015-09-25T23:10:00Z,415948,P,2,0.0,0.0,0.0
2015,2015-09-25T23:10:00Z,415941,P,3,0.0,0.0,0.0
2015,2015-09-26T00:10:00Z,415945,P,2,0.0,0.0,0.0
2015,2015-09-26T00:15:00Z,415946,P,0,,,
2015,2015-09-26T02:10:00Z,415940,P,1,0.0,0.0,0.0
2015,2015-09-26T17:05:00Z,415965,P,1,0.0,0.0,0.0
2015,2015-09-26T20:05:00Z,415964,P,3,0.333,0.333,0.667
2015,2015-09-26T20:10:00Z,415963,P,0,,,
2015,2015-09-26T23:10:00Z,415956,P,2,0.0,0.0,0.0
2015,2015-09-27T00:40:00Z,415955,P,2,0.0,0.0,0.0
2015,2015-09-26T23:15:00Z,415961,P,2,0.333,0.0,0.333
2015,2015-09-27T00:10:00Z,415960,P,2,0.0,0.0,0.0
2015,2015-09-28T19:05:00Z,414922,P,3,0.667,0.667,1.333
2015,2015-09-29T00:05:00Z,414387,P,1,0.0,0.0,0.0
2015,2015-09-27T17:10:00Z,415971,P,2,0.0,0.0,0.0
2015,2015-09-27T17:35:00Z,415979,P,2,0.5,0.5,1.0
2015,2015-09-27T17:10:00Z,415978,P,2,0.0,0.0,0.0
2015,2015-09-27T18:15:00Z,415976,P,2,0.0,0.0,0.0
2015,2015-09-27T20:10:00Z,415975,P,2,0.5,0.5,1.0
2015,2015-09-28T00:08:00Z,415980,P,3,0.333,1.333,1.667
2015,2015-09-27T20:10:00Z,415970,P,2,0.5,1.0,1.5
2015,2015-09-28T23:05:00Z,415991,P,2,0.0,0.0,0.0
2015,2015-09-29T23:10:00Z,415994,P,1,0.0,0.0,0.0
2015,2015-09-29T23:10:00Z,416007,P,1,0.0,0.0,0.0
2015,2015-09-29T02:15:00Z,415988,P,2,0.0,0.0,0.0
2015,2015-09-30T01:40:00Z,415995,P,2,0.0,0.0,0.0
2015,2015-09-29T23:05:00Z,416003,P,2,0.5,0.5,1.0
2015,2015-09-30T02:10:00Z,416001,P,2,0.5,0.5,1.0
2015,2015-09-30T17:35:00Z,416005,P,2,0.0,0.0,0.0
2015,2015-09-30T17:35:00Z,416005,P,2,0.0,0.0,0.0
2015,2015-09-30T02:15:00Z,415999,P,1,0.0,0.0,0.0
2015,2015-09-30T23:05:00Z,416020,P,0,,,
2015,2015-09-30T23:05:00Z,416018,P,2,0.5,0.5,1.0
2015,2015-09-30T23:10:00Z,416022,P,1,0.0,0.0,0.0
2015,2015-09-30T23:10:00Z,416009,P,2,0.0,0.0,0.0
2015,2015-10-01T01:40:00Z,416010,P,2,0.0,0.0,0.0
2015,2015-10-01T02:15:00Z,416014,P,3,0.0,0.0,0.0
2015,2015-10-01T02:10:00Z,416016,P,1,0.0,0.0,0.0
2015,2015-10-01T16:05:00Z,416032,P,1,0.0,0.0,0.0
2015,2015-10-01T19:45:00Z,416028,P,1,0.0,0.0,0.0
2015,2015-10-01T16:35:00Z,416025,P,1,1.0,2.0,3.0
2015,2015-10-01T22:40:00Z,416030,P,1,0.0,0.0,0.0
2015,2015-10-02T01:40:00Z,416026,P,2,0.0,0.0,0.0
2015,2015-10-02T23:35:00Z,416047,P,2,0.0,0.0,0.0
2015,2015-10-03T00:10:00Z,416037,P,1,0.0,0.0,0.0
2015,2015-10-02T23:05:00Z,416038,P,1,0.0,0.0,0.0
2015,2015-10-03T02:10:00Z,416046,P,3,0.0,0.0,0.0
2015,2015-10-03T01:40:00Z,416041,P,0,,,
2015,2015-10-03T02:15:00Z,416039,P,1,0.0,0.0,0.0
2015,2015-10-03T20:10:00Z,416043,P,1,0.0,0.0,0.0
2015,2015-10-03T20:10:00Z,416043,P,1,0.0,0.0,0.0
2015,2015-10-03T17:10:00Z,416049,P,1,0.5,0.0,0.5
2015,2015-10-03T17:10:00Z,416049,P,1,0.5,0.0,0.5
2015,2015-10-03T23:10:00Z,416064,P,1,0.0,0.0,0.0
2015,2015-10-03T20:05:00Z,416054,P,1,0.0,0.0,0.0
2015,2015-10-03T20:05:00Z,416058,P,2,0.0,0.0,0.0
2015,2015-10-03T23:05:00Z,416053,P,2,0.0,0.0,0.0
2015,2015-10-03T23:10:00Z,416052,P,1,0.0,0.0,0.0
2015,2015-10-04T01:10:00Z,416061,P,2,0.0,0.0,0.0
2015,2015-10-04T00:10:00Z,416056,P,1,1.0,1.0,2.0
2015,2015-10-04T17:00:00Z,416077,P,3,0.0,0.0,0.0
2015,2015-10-04T17:05:00Z,416062,P,2,0.5,0.5,1.0
2015,2015-10-04T17:05:00Z,416062,P,2,0.5,0.5,1.0
2015,2015-10-04T19:05:00Z,416073,P,2,1.0,1.0,2.0
2015,2015-10-04T19:10:00Z,416076,P,2,0.0,0.0,0.0
2015,2015-10-04T19:05:00Z,416069,P,0,,,
2015,2015-10-04T19:10:00Z,416079,P,1,0.0,0.0,0.0
2015,2015-10-04T19:10:00Z,416071,P,2,0.5,1.0,1.5
2015,2015-10-04T19:05:00Z,416068,P,2,0.5,0.5,1.0
2015,2015-10-04T19:10:00Z,416067,P,0,,,
2016,2016-04-03T17:05:00Z,446877,P,2,0.5,0.5,1.0
