game_id,year,team_name,pitcher_old,pitcher_new
492091,2017,Tampa Bay Rays,Jake Odorizzi,Steve Cishek
492091,2017,Kansas City Royals,Scott Alexander,Peter Moylan
492091,2017,Kansas City Royals,Peter Moylan,Mike Minor
490715,2017,Philadelphia Phillies,Nick Pivetta,Joely Rodríguez
490715,2017,Philadelphia Phillies,Joely Rodríguez,Pat Neshek
490715,2017,Texas Rangers,Jeremy Jeffress,Matt Bush
492088,2017,San Diego Padres,Travis Wood,Craig Stammen
492088,2017,San Francisco Giants,Ty Blach,Kyle Crick
492088,2017,San Diego Padres,Kirby Yates,Brad Hand
490499,2017,Texas Rangers,Alex Claudio,José Leclerc
490499,2017,Texas Rangers,Sam Dyson,Dario Álvarez
490499,2017,Texas Rangers,Dario Álvarez,Keone Kela
490499,2017,Texas Rangers,Keone Kela,Jeremy Jeffress
490499,2017,Houston Astros,Luke Gregerson,Will Harris
492083,2017,Arizona Diamondbacks,Robbie Ray,Jake Barrett
492083,2017,Arizona Diamondbacks,Jake Barrett,Andrew Chafin
492083,2017,Arizona Diamondbacks,Andrew Chafin,Archie Bradley
492086,2017,Los Angeles Angels,Parker Bridwell,Blake Wood
492086,2017,Oakland Athletics,Ryan Dull,Danny Coulombe
492086,2017,Oakland Athletics,Danny Coulombe,Chris Hatcher
492086,2017,Los Angeles Angels,Jose Alvarez,Blake Parker
490713,2017,San Diego Padres,Kevin Quackenbush,Ryan Buchter
490716,2017,Atlanta Braves,Julio Teheran,Sam Freeman
490716,2017,Toronto Blue Jays,Marcus Stroman,Ryan Tepera
492097,2017,New York Mets,Jeurys Familia,Jerry Blevins
492097,2017,New York Mets,Jerry Blevins,Erik Goeddel
490708,2017,Oakland Athletics,Frankie Montas,Danny Coulombe
490488,2017,Kansas City Royals,Danny Duffy,Chris Young
492100,2017,Houston Astros,Collin McHugh,Chris Devenski
492100,2017,Texas Rangers,José Leclerc,Alex Claudio
490492,2017,Milwaukee Brewers,Wily Peralta,Jacob Barnes
490492,2017,St. Louis Cardinals,Carlos Martinez,Brett Cecil
492095,2017,Chicago White Sox,Gregory Infante,Aaron Bummer
492095,2017,Chicago White Sox,Aaron Bummer,Danny Farquhar
490712,2017,Los Angeles Dodgers,Hyun Jin Ryu,Chris Hatcher
490712,2017,Los Angeles Dodgers,Luis Avilán,Josh Fields
490712,2017,Los Angeles Dodgers,Josh Fields,Kenley Jansen
490726,2017,Chicago Cubs,Eddie Butler,Mike Montgomery
490490,2017,Colorado Rockies,Tyler Chatwood,Scott Oberg
490490,2017,San Diego Padres,Trevor Cahill,Brad Hand
490490,2017,San Diego Padres,Miguel Díaz,Ryan Buchter
490491,2017,Seattle Mariners,James Paxton,Nick Vincent
490491,2017,Seattle Mariners,Nick Vincent,Marc Rzepczynski
490491,2017,Los Angeles Angels,Matt Shoemaker,Blake Parker
490491,2017,Seattle Mariners,Tony Zych,Edwin Díaz
490491,2017,Los Angeles Angels,Jose Alvarez,Yusmeiro Petit
492101,2017,Baltimore Orioles,Jeremy Hellickson,Richard Bleier
492101,2017,Baltimore Orioles,Richard Bleier,Mychal Givens
492101,2017,Toronto Blue Jays,Ryan Tepera,Roberto Osuna
490497,2017,San Francisco Giants,Matt Moore,Cory Gearrin
490728,2017,Pittsburgh Pirates,Trevor Williams,Josh Lindblom
492094,2017,Boston Red Sox,Eduardo Rodriguez,Fernando Abad
492094,2017,Boston Red Sox,Fernando Abad,Heath Hembree
492094,2017,Boston Red Sox,Heath Hembree,Robby Scott
490722,2017,Cincinnati Reds,Lisalverto Bonilla,Wandy Peralta
490724,2017,New York Mets,Jerry Blevins,Paul Sewald
490515,2017,New York Yankees,CC Sabathia,Adam Warren
490515,2017,Toronto Blue Jays,Ryan Tepera,Joe Biagini
490515,2017,New York Yankees,Tyler Clippard,Dellin Betances
490515,2017,Toronto Blue Jays,Joe Biagini,Joe Smith
492098,2017,Miami Marlins,Jarlín García,Kyle Barraclough
490502,2017,Baltimore Orioles,Kevin Gausman,Richard Bleier
490502,2017,Boston Red Sox,Drew Pomeranz,Heath Hembree
490502,2017,Boston Red Sox,Matt Barnes,Robby Scott
490682,2017,Minnesota Twins,Phil Hughes,Tyler Duffey
490682,2017,Minnesota Twins,Tyler Duffey,Craig Breslow
490682,2017,Colorado Rockies,Jake McGee,Greg Holland
492093,2017,Chicago Cubs,Kyle Hendricks,Brian Duensing
490504,2017,Detroit Tigers,Matthew Boyd,Blaine Hardy
490730,2017,Detroit Tigers,Daniel Norris,Aníbal Sánchez
490727,2017,Tampa Bay Rays,Erasmo Ramírez,Diego Moreno
490727,2017,New York Yankees,Adam Warren,Chasen Shreve
490727,2017,Tampa Bay Rays,José Alvarado,Ryne Stanek
490727,2017,Tampa Bay Rays,Ryne Stanek,Danny Farquhar
492099,2017,San Francisco Giants,Mark Melancon,Albert Suárez
492099,2017,St. Louis Cardinals,John Brebbia,Zach Duke
492099,2017,St. Louis Cardinals,Zach Duke,Seunghwan Oh
491296,2017,Cleveland Indians,Bryan Shaw,Cody Allen
491296,2017,Cleveland Indians,Cody Allen,Joe Smith
490721,2017,Houston Astros,Charlie Morton,James Hoyt
490721,2017,Cleveland Indians,Trevor Bauer,Boone Logan
490721,2017,Cleveland Indians,Boone Logan,Bryan Shaw
490721,2017,Houston Astros,James Hoyt,Michael Feliz
490732,2017,Atlanta Braves,R.A. Dickey,Jason Motte
490732,2017,Washington Nationals,Gio González,Matt Grace
490507,2017,Miami Marlins,Adam Conley,Jarlín García
490723,2017,Kansas City Royals,Al Alburquerque,Travis Wood
492107,2017,Detroit Tigers,Buck Farmer,Blaine Hardy
492107,2017,Detroit Tigers,Blaine Hardy,Jeff Ferrell
492104,2017,Atlanta Braves,Mike Foltynewicz,A.J. Minter
492104,2017,Chicago Cubs,Pedro Strop,Brian Duensing
492104,2017,Atlanta Braves,José Ramirez,Rex Brothers
490511,2017,Philadelphia Phillies,Jerad Eickhoff,Joely Rodríguez
490511,2017,Philadelphia Phillies,Joely Rodríguez,Edubray Ramos
490729,2017,St. Louis Cardinals,Jonathan Broxton,Matt Bowman
490729,2017,St. Louis Cardinals,Matt Bowman,Kevin Siegrist
490729,2017,San Francisco Giants,Steven Okert,George Kontos
490729,2017,St. Louis Cardinals,Sam Tuivailala,Brett Cecil
490509,2017,Atlanta Braves,Eric O'Flaherty,Matt Wisler
490514,2017,Texas Rangers,Nick Martinez,Anthony Bass
492116,2017,Baltimore Orioles,Kevin Gausman,Brad Brach
492116,2017,Toronto Blue Jays,Tom Koehler,Matt Dermody
492116,2017,Toronto Blue Jays,Matt Dermody,Danny Barnes
490510,2017,Oakland Athletics,Kendall Graveman,Liam Hendriks
490510,2017,Oakland Athletics,Bobby Wahl,Danny Coulombe
490718,2017,San Diego Padres,Jered Weaver,Miguel Díaz
490718,2017,San Diego Padres,Craig Stammen,Kevin Quackenbush
490503,2017,Chicago White Sox,Mike Pelfrey,Dan Jennings
490503,2017,Chicago White Sox,Dan Jennings,Chris Beck
490505,2017,San Diego Padres,Jered Weaver,Craig Stammen
492113,2017,Philadelphia Phillies,Hoby Milner,Juan Nicasio
490725,2017,Los Angeles Dodgers,Alex Wood,Ross Stripling
492109,2017,Los Angeles Angels,Tyler Skaggs,Fernando Salas
492109,2017,Los Angeles Angels,Fernando Salas,Jason Gurka
492109,2017,Los Angeles Angels,Keynan Middleton,Jose Alvarez
492109,2017,Texas Rangers,Ricardo Rodríguez,Jake Diekman
492109,2017,Los Angeles Angels,Jose Alvarez,Noé Ramirez
492109,2017,Texas Rangers,Jason Grilli,Alex Claudio
492109,2017,Los Angeles Angels,Cam Bedrosian,Troy Scribner
490506,2017,Los Angeles Angels,Ricky Nolasco,Yusmeiro Petit
490506,2017,Seattle Mariners,Hisashi Iwakuma,Emilio Pagán
490506,2017,Seattle Mariners,Emilio Pagán,Nick Vincent
490506,2017,Los Angeles Angels,Yusmeiro Petit,Jose Alvarez
490506,2017,Los Angeles Angels,Blake Parker,Brooks Pounders
492115,2017,Chicago White Sox,Jake Petricka,Aaron Bummer
492115,2017,Tampa Bay Rays,Blake Snell,Steve Cishek
492115,2017,Chicago White Sox,Aaron Bummer,Gregory Infante
490734,2017,Boston Red Sox,Ben Taylor,Noé Ramirez
490743,2017,Philadelphia Phillies,Vince Velasquez,Mark Leiter Jr.
490743,2017,Pittsburgh Pirates,Iván Nova,Juan Nicasio
490513,2017,San Francisco Giants,Derek Law,Steven Okert
492117,2017,Washington Nationals,Sammy Solís,Brandon Kintzler
492108,2017,Minnesota Twins,Dillon Gee,Tyler Duffey
492108,2017,Minnesota Twins,Tyler Duffey,Ryan Pressly
492108,2017,Minnesota Twins,Ryan Pressly,Buddy Boshers
492108,2017,Kansas City Royals,Jason Hammel,Brandon Maurer
492108,2017,Kansas City Royals,Kelvin Herrera,Scott Alexander
490508,2017,Milwaukee Brewers,Brent Suter,Jared Hughes
490736,2017,Houston Astros,Tony Sipp,James Hoyt
490736,2017,Cleveland Indians,Mike Clevinger,Andrew Miller
490737,2017,Cincinnati Reds,Tim Adleman,Drew Storen
490737,2017,Colorado Rockies,Chad Qualls,Mike Dunn
490737,2017,Cincinnati Reds,Asher Wojciechowski,Raisel Iglesias
492103,2017,Colorado Rockies,Carlos Estévez,Zac Rosscup
492103,2017,Arizona Diamondbacks,David Hernandez,Jorge De La Rosa
492103,2017,Arizona Diamondbacks,Jorge De La Rosa,J.J. Hoover
492103,2017,Colorado Rockies,Adam Ottavino,Mike Dunn
492103,2017,Arizona Diamondbacks,Silvino Bracho,Andrew Chafin
492103,2017,Arizona Diamondbacks,Andrew Chafin,Archie Bradley
492110,2017,San Diego Padres,Phil Maton,Kyle McGrath
490516,2017,Arizona Diamondbacks,Braden Shipley,Randall Delgado
490516,2017,Washington Nationals,Joe Blanton,Enny Romero
490747,2017,Atlanta Braves,Bartolo Colon,Ian Krol
490525,2017,Minnesota Twins,Ryan Pressly,Michael Tonkin
490525,2017,Oakland Athletics,Frankie Montas,Ryan Madson
492112,2017,Oakland Athletics,Sean Manaea,Liam Hendriks
492112,2017,Seattle Mariners,Marc Rzepczynski,Nick Vincent
492112,2017,Oakland Athletics,Danny Coulombe,Ryan Dull
492112,2017,Oakland Athletics,Ryan Dull,Sam Moll
490528,2017,Texas Rangers,Tony Barnette,Dario Álvarez
490528,2017,Texas Rangers,Dario Álvarez,Jeremy Jeffress
490528,2017,Texas Rangers,Jeremy Jeffress,Keone Kela
490739,2017,Los Angeles Angels,Alex Meyer,Jose Alvarez
490739,2017,Los Angeles Angels,Jose Alvarez,Blake Parker
490739,2017,New York Mets,Zack Wheeler,Fernando Salas
490739,2017,Los Angeles Angels,Yusmeiro Petit,David Hernandez
490739,2017,New York Mets,Neil Ramírez,Addison Reed
492114,2017,San Francisco Giants,Johnny Cueto,Steven Okert
492114,2017,San Francisco Giants,Steven Okert,Derek Law
492114,2017,San Francisco Giants,Hunter Strickland,Josh Osich
492114,2017,San Francisco Giants,Josh Osich,Kyle Crick
492114,2017,San Francisco Giants,Sam Dyson,Albert Suárez
490518,2017,Kansas City Royals,Ian Kennedy,Mike Minor
490518,2017,Chicago White Sox,Derek Holland,Anthony Swarzak
490518,2017,Chicago White Sox,Anthony Swarzak,David Holmberg
490742,2017,New York Yankees,Masahiro Tanaka,Tommy Layne
490742,2017,New York Yankees,Tommy Layne,Giovanny Gallegos
490742,2017,Tampa Bay Rays,Matt Andriese,Chase Whitley
490742,2017,New York Yankees,Giovanny Gallegos,Chasen Shreve
490744,2017,San Francisco Giants,Josh Osich,Derek Law
490744,2017,St. Louis Cardinals,Kevin Siegrist,Jonathan Broxton
492111,2017,New York Mets,Tommy Milone,Jacob Rhame
492111,2017,Houston Astros,Francis Martes,Will Harris
492111,2017,New York Mets,Jamie Callahan,Josh Smoker
490526,2017,Chicago Cubs,John Lackey,Brian Duensing
490526,2017,Chicago Cubs,Justin Grimm,Pedro Strop
492111,2017,New York Mets,Tommy Milone,Jacob Rhame
492111,2017,Houston Astros,Francis Martes,Will Harris
492111,2017,New York Mets,Jamie Callahan,Josh Smoker
490745,2017,Texas Rangers,A.J. Griffin,Austin Bibens-Dirkx
492120,2017,Boston Red Sox,Drew Pomeranz,Brandon Workman
492120,2017,Boston Red Sox,Brandon Workman,Fernando Abad
492120,2017,New York Yankees,Masahiro Tanaka,David Robertson
491893,2017,Cleveland Indians,Ryan Merritt,Dan Otero
491893,2017,Cleveland Indians,Dan Otero,Mike Clevinger
491893,2017,Minnesota Twins,Aaron Slegers,Trevor Hildenberger
491893,2017,Minnesota Twins,Trevor Hildenberger,Taylor Rogers
491893,2017,Cleveland Indians,Mike Clevinger,Trevor Bauer
491893,2017,Minnesota Twins,Taylor Rogers,Matt Belisle
490520,2017,Colorado Rockies,Kyle Freeland,Scott Oberg
490520,2017,Colorado Rockies,Scott Oberg,Mike Dunn
490520,2017,Colorado Rockies,Adam Ottavino,Jake McGee
490746,2017,Toronto Blue Jays,Mike Bolsinger,Dominic Leone
490746,2017,Baltimore Orioles,Richard Bleier,Mychal Givens
490746,2017,Toronto Blue Jays,Dominic Leone,Aaron Loup
490746,2017,Toronto Blue Jays,Aaron Loup,Danny Barnes
490517,2017,Baltimore Orioles,Donnie Hart,Mychal Givens
490733,2017,San Diego Padres,Luis Perdomo,José A. Váldez
490733,2017,Arizona Diamondbacks,Robbie Ray,Tom Wilhelmsen
490182,2017,Arizona Diamondbacks,Andrew Chafin,Archie Bradley
490182,2017,Cleveland Indians,Andrew Miller,Cody Allen
492126,2017,Houston Astros,Brad Peacock,Francisco Liriano
492126,2017,Houston Astros,Francisco Liriano,Joe Musgrove
492126,2017,New York Mets,Seth Lugo,Hansel Robles
492126,2017,New York Mets,Jerry Blevins,Chasen Bradford
490735,2017,Seattle Mariners,Yovani Gallardo,Dillon Overton
491753,2017,Washington Nationals,Matt Albers,Sammy Solís
490964,2017,New York Yankees,Tommy Layne,Chad Green
490964,2017,Boston Red Sox,Matt Barnes,Craig Kimbrel
490964,2017,New York Yankees,Chad Green,Chasen Shreve
492166,2017,Seattle Mariners,James Pazos,Emilio Pagán
492286,2017,Detroit Tigers,Chad Bell,Warwick Saupold
492286,2017,Detroit Tigers,Warwick Saupold,Jeff Ferrell
492286,2017,Detroit Tigers,Joe Jiménez,Zac Reininger
492286,2017,Detroit Tigers,Shane Greene,Blaine Hardy
490740,2017,Los Angeles Dodgers,Julio Urías,Luis Avilán
490740,2017,Los Angeles Dodgers,Luis Avilán,Josh Fields
490740,2017,Miami Marlins,Dan Straily,Brad Ziegler
490968,2017,Los Angeles Angels,Jesse Chavez,Blake Parker
490968,2017,Detroit Tigers,Blaine Hardy,Arcenio Leon
491742,2017,New York Mets,Seth Lugo,Paul Sewald
491742,2017,New York Mets,Paul Sewald,Jerry Blevins
491742,2017,New York Mets,Jerry Blevins,Fernando Salas
491742,2017,Los Angeles Dodgers,Pedro Báez,Tony Watson
491903,2017,Houston Astros,Mike Fiers,Francisco Liriano
491903,2017,Houston Astros,Francisco Liriano,Francis Martes
491903,2017,Arizona Diamondbacks,Patrick Corbin,Archie Bradley
492174,2017,San Diego Padres,Travis Wood,Miguel Díaz
492293,2017,Oakland Athletics,Daniel Gossett,Ryan Dull
492293,2017,Boston Red Sox,Brandon Workman,Robby Scott
492293,2017,Boston Red Sox,Robby Scott,Addison Reed
492293,2017,Oakland Athletics,Sam Moll,Santiago Casilla
490976,2017,St. Louis Cardinals,Adam Wainwright,John Gant
491744,2017,Tampa Bay Rays,Ryne Stanek,José Alvarado
491906,2017,Chicago Cubs,Jon Lester,Mike Montgomery
491906,2017,Cincinnati Reds,Scott Feldman,Michael Lorenzen
491906,2017,Chicago Cubs,Justin Wilson,Brian Duensing
492287,2017,Cincinnati Reds,Amir Garrett,Jackson Stephens
490741,2017,Chicago Cubs,Mike Montgomery,Jack Leathersich
490741,2017,Chicago Cubs,Justin Grimm,Héctor Rondón
490202,2017,New York Yankees,Michael Pineda,Tyler Clippard
490202,2017,Tampa Bay Rays,Alex Cobb,Austin Pruitt
491741,2017,Detroit Tigers,Joe Jiménez,Alex Wilson
491741,2017,Baltimore Orioles,Brad Brach,Zack Britton
490965,2017,Chicago White Sox,Jose Quintana,Chris Beck
490965,2017,Chicago White Sox,Chris Beck,Dan Jennings
490965,2017,Chicago White Sox,Dan Jennings,Anthony Swarzak
492184,2017,Milwaukee Brewers,Matt Garza,Brent Suter
492184,2017,Milwaukee Brewers,Brent Suter,Jared Hughes
492184,2017,Milwaukee Brewers,Jeremy Jeffress,Josh Hader
492184,2017,Milwaukee Brewers,Corey Knebel,Taylor Williams
492175,2017,Atlanta Braves,Matt Wisler,Ian Krol
492175,2017,Texas Rangers,Tyson Ross,Alex Claudio
491904,2017,Colorado Rockies,Jeff Hoffman,Chris Rusin
491904,2017,Colorado Rockies,Mike Dunn,Adam Ottavino
492288,2017,Colorado Rockies,Chad Bettis,Chris Rusin
492288,2017,Colorado Rockies,Zac Rosscup,Carlos Estévez
490972,2017,Atlanta Braves,Jaime García,Jason Motte
490972,2017,Philadelphia Phillies,Héctor Neris,Pat Neshek
490194,2017,Boston Red Sox,Chris Sale,Heath Hembree
490752,2017,Cincinnati Reds,Bronson Arroyo,Robert Stephenson
490752,2017,Colorado Rockies,Kyle Freeland,Chris Rusin
490752,2017,Colorado Rockies,Chris Rusin,Adam Ottavino
492175,2017,Atlanta Braves,Matt Wisler,Ian Krol
492175,2017,Texas Rangers,Tyson Ross,Alex Claudio
491911,2017,Toronto Blue Jays,Chris Rowley,Aaron Loup
491911,2017,Toronto Blue Jays,Aaron Loup,Danny Barnes
491911,2017,Toronto Blue Jays,Danny Barnes,Tim Mayza
491748,2017,San Diego Padres,Dinelson Lamet,Phil Maton
491748,2017,San Diego Padres,Phil Maton,Buddy Baumann
491748,2017,San Diego Padres,Buddy Baumann,Craig Stammen
492185,2017,Tampa Bay Rays,Blake Snell,Sergio Romo
492185,2017,Minnesota Twins,Aaron Slegers,Buddy Boshers
492185,2017,Minnesota Twins,Buddy Boshers,Ryan Pressly
492185,2017,Tampa Bay Rays,Sergio Romo,José Alvarado
492185,2017,Minnesota Twins,Ryan Pressly,Taylor Rogers
492185,2017,Tampa Bay Rays,Steve Cishek,Austin Pruitt
490975,2017,Milwaukee Brewers,Chase Anderson,Carlos Torres
490975,2017,Milwaukee Brewers,Carlos Torres,Corey Knebel
491750,2017,Cincinnati Reds,Luis Castillo,Kevin Shackelford
490754,2017,New York Mets,Tommy Milone,Rafael Montero
490754,2017,Los Angeles Angels,Jesse Chavez,Blake Parker
491910,2017,Pittsburgh Pirates,Joaquín Benoit,Daniel Hudson
491910,2017,St. Louis Cardinals,Sam Tuivailala,Matt Bowman
492291,2017,Miami Marlins,Vance Worley,Javy Guerra
492291,2017,Philadelphia Phillies,Jake Thompson,Ricardo Pinto
490193,2017,Arizona Diamondbacks,Taijuan Walker,Randall Delgado
490757,2017,New York Yankees,CC Sabathia,Chad Green
490757,2017,Tampa Bay Rays,Chris Archer,Danny Farquhar
490757,2017,New York Yankees,Chad Green,Tyler Clippard
490757,2017,New York Yankees,Tyler Clippard,Dellin Betances
491752,2017,Houston Astros,Chris Devenski,Ken Giles
491752,2017,Houston Astros,Francisco Liriano,Luke Gregerson
491908,2017,New York Mets,Steven Matz,Chasen Bradford
491908,2017,New York Yankees,Luis Severino,Chasen Shreve
491908,2017,New York Yankees,Bryan Mitchell,Dellin Betances
490971,2017,Texas Rangers,Dillon Gee,Austin Bibens-Dirkx
492285,2017,Baltimore Orioles,Wade Miley,Mike Wright Jr.
492285,2017,Baltimore Orioles,Richard Rodríguez,Jimmy Yacabonis
490761,2017,Toronto Blue Jays,Marco Estrada,Joe Smith
490196,2017,Houston Astros,Tony Sipp,Michael Feliz
491751,2017,Minnesota Twins,Kyle Gibson,Buddy Boshers
490969,2017,Miami Marlins,Jeff Locke,Brad Ziegler
490969,2017,Chicago Cubs,Jake Arrieta,Brian Duensing
490969,2017,Chicago Cubs,Brian Duensing,Pedro Strop
490969,2017,Miami Marlins,Brian Ellington,Dustin McGowan
492190,2017,Atlanta Braves,Sam Freeman,José Ramirez
492190,2017,Texas Rangers,Tony Barnette,Alex Claudio
491905,2017,Texas Rangers,Tyson Ross,Austin Bibens-Dirkx
491905,2017,Chicago White Sox,Reynaldo López,Chris Beck
491905,2017,Chicago White Sox,Chris Beck,Mike Pelfrey
491905,2017,Chicago White Sox,Brad Goldberg,Dylan Covey
490195,2017,Pittsburgh Pirates,Tyler Glasnow,Wade LeBlanc
490195,2017,Cincinnati Reds,Brandon Finnegan,Michael Lorenzen
492290,2017,Cleveland Indians,Josh Tomlin,Joe Smith
492290,2017,Kansas City Royals,Jakob Junis,Mike Minor
492290,2017,Cleveland Indians,Nick Goody,Tyler Olson
490758,2017,Pittsburgh Pirates,Wade LeBlanc,Juan Nicasio
490758,2017,Philadelphia Phillies,Edubray Ramos,Luis García
492183,2017,Oakland Athletics,Sean Manaea,Ryan Dull
492183,2017,Oakland Athletics,Ryan Dull,Sam Moll
491740,2017,Boston Red Sox,Drew Pomeranz,Blaine Boyer
491740,2017,Chicago White Sox,Chris Beck,Derek Holland
491912,2017,San Diego Padres,Jhoulys Chacín,Craig Stammen
490967,2017,Kansas City Royals,Jakob Junis,Kevin McCarthy
490967,2017,Houston Astros,David Paulino,Chris Devenski
490967,2017,Houston Astros,Reymin Guduan,James Hoyt
490967,2017,Houston Astros,James Hoyt,Ken Giles
492292,2017,New York Mets,Seth Lugo,Josh Smoker
492292,2017,New York Mets,Jerry Blevins,Paul Sewald
490201,2017,St. Louis Cardinals,Adam Wainwright,Brett Cecil
490201,2017,St. Louis Cardinals,Brett Cecil,Matt Bowman
490201,2017,St. Louis Cardinals,Kevin Siegrist,Jonathan Broxton
490762,2017,Washington Nationals,Stephen Strasburg,Koda Glover
490966,2017,Colorado Rockies,Antonio Senzatela,Chris Rusin
490966,2017,Cleveland Indians,Boone Logan,Bryan Shaw
491743,2017,Miami Marlins,Dan Straily,Hunter Cervenka
491743,2017,Atlanta Braves,Mike Foltynewicz,Sam Freeman
491743,2017,Miami Marlins,Hunter Cervenka,Dustin McGowan
491743,2017,Atlanta Braves,Luke Jackson,Arodys Vizcaíno
491909,2017,Philadelphia Phillies,Ricardo Pinto,Hoby Milner
490198,2017,New York Mets,Josh Smoker,Jerry Blevins
490198,2017,Philadelphia Phillies,Edubray Ramos,Joely Rodríguez
490198,2017,New York Mets,Jerry Blevins,Hansel Robles
492294,2017,Seattle Mariners,Félix Hernández,Ryan Garton
492294,2017,Texas Rangers,Andrew Cashner,Yohander Méndez
492294,2017,Texas Rangers,Yohander Méndez,Nick Gardewine
492294,2017,Texas Rangers,Nick Gardewine,Keone Kela
492294,2017,Texas Rangers,Keone Kela,Austin Bibens-Dirkx
492182,2017,Detroit Tigers,Matthew Boyd,Warwick Saupold
492182,2017,Detroit Tigers,Warwick Saupold,Jairo Labourt
492182,2017,Detroit Tigers,Joe Jiménez,Zac Reininger
490974,2017,San Diego Padres,Dinelson Lamet,Miguel Díaz
490974,2017,Arizona Diamondbacks,Robbie Ray,Tom Wilhelmsen
490751,2017,Houston Astros,Joe Musgrove,Ashur Tolliver
490751,2017,Cleveland Indians,Danny Salazar,Nick Goody
491745,2017,Cleveland Indians,Zach McAllister,Tyler Olson
492191,2017,Toronto Blue Jays,Joe Biagini,Tim Mayza
492191,2017,Toronto Blue Jays,Tim Mayza,Carlos Ramirez
491926,2017,Chicago Cubs,Jake Arrieta,Carl Edwards Jr.
491926,2017,Toronto Blue Jays,Tim Mayza,Ryan Tepera
490197,2017,Los Angeles Dodgers,Alex Wood,Ross Stripling
490197,2017,Chicago Cubs,Carl Edwards Jr.,Justin Grimm
490197,2017,Chicago Cubs,Pedro Strop,Koji Uehara
490197,2017,Los Angeles Dodgers,Sergio Romo,Kenley Jansen
492295,2017,Toronto Blue Jays,Brett Anderson,Danny Barnes
492295,2017,Minnesota Twins,José Berríos,Buddy Boshers
492295,2017,Minnesota Twins,Alan Busenitz,Trevor Hildenberger
492295,2017,Minnesota Twins,Trevor Hildenberger,Taylor Rogers
492295,2017,Toronto Blue Jays,Leonel Campos,Aaron Loup
492295,2017,Toronto Blue Jays,Aaron Loup,Carlos Ramirez
490977,2017,Toronto Blue Jays,Marco Estrada,Aaron Loup
490977,2017,Oakland Athletics,Danny Coulombe,Ryan Madson
490753,2017,Kansas City Royals,Jakob Junis,Mike Minor
490753,2017,Kansas City Royals,Peter Moylan,Matt Strahm
490753,2017,Minnesota Twins,Adam Wilk,Craig Breslow
491917,2017,Baltimore Orioles,Jeremy Hellickson,Miguel Castro
491917,2017,Baltimore Orioles,Richard Bleier,Darren O'Day
491917,2017,Los Angeles Angels,Yusmeiro Petit,Keynan Middleton
491747,2017,Philadelphia Phillies,Nick Pivetta,Mark Leiter Jr.
491747,2017,Colorado Rockies,Zac Rosscup,Adam Ottavino
492289,2017,Los Angeles Angels,Keynan Middleton,Blake Wood
492289,2017,Houston Astros,Francisco Liriano,Joe Musgrove
492289,2017,Los Angeles Angels,Jose Alvarez,Noé Ramirez
490200,2017,Colorado Rockies,Tyler Chatwood,Carlos Estévez
490200,2017,Colorado Rockies,Carlos Estévez,Mike Dunn
490978,2017,Los Angeles Dodgers,Grant Dayton,Chris Hatcher
491739,2017,Arizona Diamondbacks,Taijuan Walker,Jake Barrett
491739,2017,Arizona Diamondbacks,Jake Barrett,Andrew Chafin
491739,2017,Arizona Diamondbacks,Andrew Chafin,David Hernandez
491925,2017,Pittsburgh Pirates,Trevor Williams,Steven Brault
491925,2017,St. Louis Cardinals,Mike Mayers,Brett Cecil
491925,2017,St. Louis Cardinals,Matt Bowman,Zach Duke
491925,2017,St. Louis Cardinals,Zach Duke,Seunghwan Oh
492308,2017,Chicago Cubs,John Lackey,Justin Wilson
492308,2017,St. Louis Cardinals,Carlos Martinez,Matt Bowman
492308,2017,St. Louis Cardinals,Matt Bowman,Zach Duke
492308,2017,Chicago Cubs,Justin Grimm,Wade Davis
490210,2017,Detroit Tigers,Shane Greene,Kyle Ryan
490210,2017,Minnesota Twins,Héctor Santiago,Michael Tonkin
490759,2017,San Francisco Giants,Matt Cain,Steven Okert
490759,2017,St. Louis Cardinals,Adam Wainwright,Brett Cecil
491746,2017,Los Angeles Angels,Cam Bedrosian,Eduardo Paredes
491746,2017,Oakland Athletics,Paul Blackburn,Ryan Dull
491918,2017,Detroit Tigers,Jordan Zimmermann,Daniel Stumpf
491918,2017,Detroit Tigers,Matthew Boyd,Joe Jiménez
490970,2017,Minnesota Twins,Héctor Santiago,Randy Rosario
490970,2017,Minnesota Twins,Randy Rosario,Alex Wimmers
490970,2017,Minnesota Twins,Alex Wimmers,Craig Breslow
492180,2017,Chicago White Sox,Gregory Infante,Danny Farquhar
492180,2017,Chicago White Sox,Danny Farquhar,Dylan Covey
492301,2017,Washington Nationals,Edwin Jackson,Sammy Solís
490206,2017,Chicago White Sox,James Shields,Dan Jennings
490206,2017,Chicago White Sox,Dan Jennings,Zach Putnam
490206,2017,Cleveland Indians,Boone Logan,Bryan Shaw
491749,2017,Seattle Mariners,Erasmo Ramírez,Casey Lawrence
490756,2017,Milwaukee Brewers,Chase Anderson,Rob Scahill
490756,2017,Milwaukee Brewers,Jared Hughes,Oliver Drake
491924,2017,Seattle Mariners,James Pazos,Emilio Pagán
490981,2017,Cleveland Indians,Trevor Bauer,Nick Goody
490981,2017,Cleveland Indians,Nick Goody,Bryan Shaw
490981,2017,Cleveland Indians,Kyle Crockett,Zach McAllister
490981,2017,Cleveland Indians,Zach McAllister,Andrew Miller
490981,2017,Colorado Rockies,Kyle Freeland,Chris Rusin
492188,2017,Colorado Rockies,Kyle Freeland,Carlos Estévez
